epoch,train_loss,train_mask_loss,train_edge_loss,val_loss,val_mask_loss,val_edge_loss,val_dice,val_iou,val_precision,val_recall,val_f1,val_auprc,lr,seconds
21,2.0311558849296483,1.4556242267379251,1.4388291124246169,2.035413410113408,1.4582487491460947,1.4429116120705239,0.26619537327779946,0.15353250832018384,0.15622467466461723,0.8990856384173692,0.26619537327779946,0.31517566951816567,5e-05,275.31638836860657
22,2.0264680892693705,1.449931751646284,1.4413408086135286,2.0087844353455764,1.4336024889579186,1.4379548402932973,0.3044322721874768,0.17954592269825126,0.1839095607785464,0.8832747805200936,0.3044322721874768,0.3575755443155726,5e-05,271.87546372413635
23,2.0187912582023637,1.4441884591478547,1.4365069497136072,2.018473586669335,1.441805967917809,1.4416690001120933,0.30213148530767836,0.1779475163672665,0.18185077359675467,0.8923629869499267,0.30213148530767836,0.3150807163938155,5e-05,265.82692193984985
24,2.015831610407755,1.4432061602649817,1.431563581284011,2.064116745728713,1.4817697983521683,1.4558673290105966,0.27732178727569967,0.16098293066418587,0.16476169215089997,0.875299024261763,0.27732178727569967,0.3175211546333432,5e-05,266.20887637138367
25,1.9992041343570022,1.4272509871718613,1.4298828309256675,2.012612005380484,1.4406330933937659,1.4299472625438983,0.2872293252786004,0.1676986472957457,0.17133618451079288,0.8876276147639519,0.2872293252786004,0.31446285776343347,5e-05,263.17259883880615
26,1.980406042196703,1.4131753815043477,1.4180766134325804,2.01364264855018,1.4384715392039373,1.4379277119269738,0.33691411658445414,0.2025837149747914,0.2088003507319537,0.8718647073051031,0.33691411658445414,0.35446444572913255,5e-05,263.6978030204773
27,1.9930968194337093,1.4242958295053256,1.4220024217210527,2.0031639080781205,1.4315988760728102,1.4289125424164992,0.3295341951951439,0.19727084161033756,0.20368103563258086,0.8624142086738228,0.3295341951951439,0.3592815748341971,5e-05,263.015398979187
28,1.9781806288423942,1.4123709485897242,1.41452417501097,2.0027378228994515,1.432216216967656,1.426304006576538,0.28585385091259125,0.16676165627112746,0.16991711330879178,0.8997985016019815,0.28585385091259125,0.3300378375014042,5e-05,263.09795451164246
29,1.974799535587795,1.4082377655203464,1.4164043837506946,2.060420559002803,1.4811935608203595,1.4480674303494967,0.2864970393333393,0.16719961733936772,0.17145152847955183,0.8708353712268737,0.2864970393333393,0.3094170964383646,5e-05,267.1353659629822
30,1.9820122647126162,1.4159811084679346,1.415077855964015,2.0170851689118607,1.4410562203480648,1.4400723127218393,0.2910857119323348,0.17033371068684583,0.17433847274769196,0.8811660267946111,0.2910857119323348,0.2994822203420379,2.5e-05,262.8256757259369
31,1.9460624873239905,1.3853573868163178,1.4017627053377624,1.9906271879489605,1.4224258642930252,1.4205032862149751,0.3166323070835287,0.18809456093039084,0.1931731563066756,0.8773683520712057,0.3166323070835287,0.3226438749281896,2.5e-05,263.10615396499634
32,1.9078295228210482,1.3533366623859362,1.3862321145815946,2.012216619344858,1.4428925129083487,1.4233102468343881,0.3150615262454763,0.18698696192949368,0.19263725914375807,0.8644068157817825,0.3150615262454763,0.346131917695941,2.5e-05,263.3797378540039
33,1.9045478052445137,1.3515826442459378,1.38241287408799,2.02338309104626,1.4521508565315833,1.42808056978079,0.3134379874020925,0.18584433009924498,0.1915108229532102,0.8626560919965537,0.3134379874020925,0.3470800887337375,2.5e-05,265.2878522872925
34,1.9028016169511928,1.349075044714794,1.3843163984655538,2.0052544337052565,1.4381088733673095,1.4178638806709876,0.32992695667740624,0.19755241125323464,0.20345755989076852,0.8719020020905462,0.32992695667740624,0.37045686125747296,1.25e-05,264.7002501487732
