dice,iou,precision,recall,specificity,f1,auprc,boundary_f1,image_level_accuracy,image_level_precision,image_level_recall,image_level_f1,threshold,inference_mode
0.39632689499148016,0.2471369593676478,0.27012121793690114,0.7438828560132786,0.9425121243928098,0.39632689499148016,0.36608931513774656,0.18573816987608707,0.5281553398058253,0.5327868852459017,0.9454545454545454,0.6815203145478375,0.7,edge_enhanced
0.3812042918291216,0.23548634945409802,0.25361364400942477,0.7671505398685767,0.9354269435333155,0.3812042918291216,0.36608931513774656,0.16777056947286012,0.5262135922330097,0.5314401622718052,0.9527272727272728,0.6822916666666666,0.65,edge_enhanced
0.38065176927868777,0.23506480079898112,0.25276879318372575,0.7704388743793593,0.9348597523796568,0.38065176927868777,0.5176500016572493,0.15273699304250205,0.5262135922330097,0.5314401622718052,0.9527272727272728,0.6822916666666666,0.6,surface
0.36677885444410313,0.22457390748468617,0.2390513380440133,0.7876030002055702,0.9282947075375443,0.36677885444410313,0.36608931513774656,0.15273699304250205,0.5281553398058253,0.532,0.9672727272727273,0.6864516129032258,0.6,edge_enhanced
0.3620400982276988,0.2210311118336689,0.23448780306639483,0.7938802453782923,0.9258746899168586,0.3620400982276988,0.5176500016572493,0.13936551776144282,0.5281553398058253,0.532,0.9672727272727273,0.6864516129032258,0.55,surface
0.34963572749698035,0.2118536697154177,0.223027738850399,0.8087395534641199,0.9194185667438223,0.34963572749698035,0.36608931513774656,0.13936551776144282,0.5281553398058253,0.5317460317460317,0.9745454545454545,0.6880616174582799,0.55,edge_enhanced
0.33838673699067884,0.20364951612015422,0.2131451799299902,0.8205065910540656,0.9133675017419363,0.33838673699067884,0.5176500016572493,0.127566198161538,0.5281553398058253,0.5317460317460317,0.9745454545454545,0.6880616174582799,0.5,surface
0.32684846389353783,0.1953489907161287,0.20333951704580414,0.8325282987503229,0.9067110590023534,0.32684846389353783,0.36608931513774656,0.127566198161538,0.5300970873786408,0.5326732673267327,0.9781818181818182,0.6897435897435897,0.5,edge_enhanced
0.31122375985798584,0.18428951832707816,0.1907421092437414,0.844905905256237,0.8974753304152823,0.31122375985798584,0.5176500016572493,0.11693339546003655,0.5300970873786408,0.5324165029469549,0.9854545454545455,0.6913265306122449,0.45,surface
0.3011553531110619,0.17727068432217272,0.18275311844252326,0.8552653310870305,0.8906121681230011,0.3011553531110619,0.36608931513774656,0.11693339546003655,0.5300970873786408,0.5324165029469549,0.9854545454545455,0.6913265306122449,0.45,edge_enhanced
0.2881935683241473,0.16835639999436547,0.17283802104907522,0.8665390119438291,0.8813906109338373,0.2881935683241473,0.5176500016572493,0.10665950594228968,0.5300970873786408,0.5324165029469549,0.9854545454545455,0.6913265306122449,0.4,surface
0.27987396819732907,0.16270550123819974,0.16660328016515213,0.8742856716630092,0.8749161411338329,0.27987396819732907,0.36608931513774656,0.10665950594228968,0.5320388349514563,0.533203125,0.9927272727272727,0.6937738246505718,0.4,edge_enhanced
0.2707024856398805,0.15653898961396862,0.1599033864047028,0.8815165977777762,0.8675409189971707,0.2707024856398805,0.5176500016572493,0.09648057326406534,0.5320388349514563,0.533203125,0.9927272727272727,0.6937738246505718,0.35,surface
0.26362276249504857,0.15182343836403628,0.1547904747238274,0.8879003994803357,0.8613358886141508,0.26362276249504857,0.36608931513774656,0.09648057326406534,0.5320388349514563,0.533203125,0.9927272727272727,0.6937738246505718,0.35,edge_enhanced
0.2530093210740144,0.14482579908758267,0.14734291843060082,0.8944877241548848,0.851953143202339,0.2530093210740144,0.5176500016572493,0.08609416037726428,0.5320388349514563,0.533203125,0.9927272727272727,0.6937738246505718,0.3,surface
0.24677650942709345,0.14075587667745285,0.14299845433165395,0.8997526822941515,0.8457756022836466,0.24677650942709345,0.36608931513774656,0.08609416037726428,0.5320388349514563,0.533203125,0.9927272727272727,0.6937738246505718,0.3,edge_enhanced
0.2331000499814659,0.13192600406096608,0.13372566576097203,0.907432211399534,0.8318741314114008,0.2331000499814659,0.5176500016572493,0.07515879366967666,0.5320388349514563,0.533203125,0.9927272727272727,0.6937738246505718,0.25,surface
0.2274380162651206,0.12831033179776144,0.1299373373748787,0.911089231503554,0.8255153794562431,0.2274380162651206,0.36608931513774656,0.07515879366967666,0.5320388349514563,0.533203125,0.9927272727272727,0.6937738246505718,0.25,edge_enhanced
0.20804968687309772,0.11610237479746686,0.11728394558698857,0.9201561266274197,0.8019277428763482,0.20804968687309772,0.5176500016572493,0.06258706191606633,0.5339805825242718,0.5339805825242718,1.0,0.6962025316455697,0.2,surface
0.20310072120674474,0.11302843938094363,0.11410542995462197,0.9229297930990876,0.795061258686493,0.20310072120674474,0.36608931513774656,0.06258706191606633,0.5339805825242718,0.5339805825242718,1.0,0.6962025316455697,0.2,edge_enhanced
0.18057835298900884,0.09925041470495265,0.09996008764055524,0.933243399622051,0.7596690305066288,0.18057835298900884,0.5176500016572493,0.04901002382489176,0.5339805825242718,0.5339805825242718,1.0,0.6962025316455697,0.15,surface
0.1769342497079484,0.09705313682712972,0.09771053608980056,0.9351710072468099,0.7530123744341741,0.1769342497079484,0.36608931513774656,0.04901002382489176,0.5339805825242718,0.5339805825242718,1.0,0.6962025316455697,0.15,edge_enhanced
0.14712018575887523,0.07940082493646818,0.07973008361151632,0.9505609668512278,0.686200206622027,0.14712018575887523,0.5176500016572493,0.037674297915673914,0.5339805825242718,0.5339805825242718,1.0,0.6962025316455697,0.1,surface
0.14502558759219275,0.07818198818384,0.0784943141240448,0.9515711227540865,0.680492729448111,0.14502558759219275,0.36608931513774656,0.037674297915673914,0.5339805825242718,0.5339805825242718,1.0,0.6962025316455697,0.1,edge_enhanced
