image_id,image_label,mask_quartile,gt_component_count,pred_component_count,matched_component_count,component_fp,component_fn,avg_matched_iou
31725,0,,0,3,0,3,0,0.0
31834,0,,0,0,0,0,0,0.0
31942,0,,0,5,0,5,0,0.0
32013,0,,0,3,0,3,0,0.0
32139,0,,0,1,0,1,0,0.0
3228,0,,0,0,0,0,0,0.0
32398,0,,0,0,0,0,0,0.0
32535,0,,0,3,0,3,0,0.0
32722,0,,0,2,0,2,0,0.0
32884,0,,0,1,0,1,0,0.0
32973,0,,0,0,0,0,0,0.0
33053,0,,0,0,0,0,0,0.0
33343,0,,0,0,0,0,0,0.0
33580,0,,0,0,0,0,0,0.0
33686,0,,0,3,0,3,0,0.0
339,0,,0,0,0,0,0,0.0
33985,0,,0,0,0,0,0,0.0
34036,0,,0,5,0,5,0,0.0
34211,0,,0,0,0,0,0,0.0
34306,0,,0,0,0,0,0,0.0
34415,0,,0,0,0,0,0,0.0
34597,0,,0,2,0,2,0,0.0
34824,0,,0,0,0,0,0,0.0
34873,0,,0,4,0,4,0,0.0
35018,0,,0,1,0,1,0,0.0
35127,0,,0,4,0,4,0,0.0
35222,0,,0,3,0,3,0,0.0
35378,0,,0,0,0,0,0,0.0
35471,0,,0,0,0,0,0,0.0
35586,0,,0,1,0,1,0,0.0
35715,0,,0,0,0,0,0,0.0
35744,0,,0,0,0,0,0,0.0
35885,0,,0,0,0,0,0,0.0
36010,0,,0,0,0,0,0,0.0
36190,0,,0,0,0,0,0,0.0
36295,0,,0,0,0,0,0,0.0
36390,0,,0,1,0,1,0,0.0
36453,0,,0,0,0,0,0,0.0
36597,0,,0,1,0,1,0,0.0
36707,0,,0,1,0,1,0,0.0
36746,0,,0,0,0,0,0,0.0
36949,0,,0,5,0,5,0,0.0
37076,0,,0,1,0,1,0,0.0
37149,0,,0,0,0,0,0,0.0
37280,0,,0,0,0,0,0,0.0
37400,0,,0,2,0,2,0,0.0
3751,0,,0,0,0,0,0,0.0
37586,0,,0,0,0,0,0,0.0
37735,0,,0,0,0,0,0,0.0
37817,0,,0,0,0,0,0,0.0
37903,0,,0,0,0,0,0,0.0
37942,0,,0,0,0,0,0,0.0
38034,0,,0,0,0,0,0,0.0
38136,0,,0,0,0,0,0,0.0
38256,0,,0,1,0,1,0,0.0
38294,0,,0,0,0,0,0,0.0
38456,0,,0,0,0,0,0,0.0
38486,0,,0,0,0,0,0,0.0
38548,0,,0,0,0,0,0,0.0
38633,0,,0,1,0,1,0,0.0
38699,0,,0,7,0,7,0,0.0
38913,0,,0,0,0,0,0,0.0
39099,0,,0,4,0,4,0,0.0
39299,0,,0,2,0,2,0,0.0
39366,0,,0,1,0,1,0,0.0
39625,0,,0,1,0,1,0,0.0
39737,0,,0,0,0,0,0,0.0
39875,0,,0,4,0,4,0,0.0
39944,0,,0,1,0,1,0,0.0
40033,0,,0,4,0,4,0,0.0
4022,0,,0,0,0,0,0,0.0
40298,0,,0,0,0,0,0,0.0
40349,0,,0,0,0,0,0,0.0
40373,0,,0,0,0,0,0,0.0
4045,0,,0,0,0,0,0,0.0
40519,0,,0,0,0,0,0,0.0
40728,0,,0,2,0,2,0,0.0
40828,0,,0,0,0,0,0,0.0
40919,0,,0,0,0,0,0,0.0
40974,0,,0,1,0,1,0,0.0
41024,0,,0,1,0,1,0,0.0
41080,0,,0,0,0,0,0,0.0
41171,0,,0,0,0,0,0,0.0
41255,0,,0,0,0,0,0,0.0
414,0,,0,2,0,2,0,0.0
41517,0,,0,1,0,1,0,0.0
41600,0,,0,4,0,4,0,0.0
41697,0,,0,2,0,2,0,0.0
41830,0,,0,0,0,0,0,0.0
41895,0,,0,0,0,0,0,0.0
42035,0,,0,0,0,0,0,0.0
4222,0,,0,1,0,1,0,0.0
42289,0,,0,0,0,0,0,0.0
42385,0,,0,0,0,0,0,0.0
42461,0,,0,0,0,0,0,0.0
42632,0,,0,0,0,0,0,0.0
42742,0,,0,4,0,4,0,0.0
42832,0,,0,1,0,1,0,0.0
43085,0,,0,0,0,0,0,0.0
43142,0,,0,0,0,0,0,0.0
4321,0,,0,0,0,0,0,0.0
43285,0,,0,0,0,0,0,0.0
43368,0,,0,0,0,0,0,0.0
43610,0,,0,1,0,1,0,0.0
4371,0,,0,6,0,6,0,0.0
43810,0,,0,5,0,5,0,0.0
43915,0,,0,0,0,0,0,0.0
44311,0,,0,0,0,0,0,0.0
44420,0,,0,1,0,1,0,0.0
44622,0,,0,2,0,2,0,0.0
44666,0,,0,0,0,0,0,0.0
45004,0,,0,1,0,1,0,0.0
45133,0,,0,3,0,3,0,0.0
45182,0,,0,1,0,1,0,0.0
45310,0,,0,4,0,4,0,0.0
45381,0,,0,0,0,0,0,0.0
45536,0,,0,0,0,0,0,0.0
45620,0,,0,1,0,1,0,0.0
45767,0,,0,0,0,0,0,0.0
45878,0,,0,5,0,5,0,0.0
45958,0,,0,0,0,0,0,0.0
46106,0,,0,0,0,0,0,0.0
46206,0,,0,0,0,0,0,0.0
46309,0,,0,0,0,0,0,0.0
46366,0,,0,7,0,7,0,0.0
46698,0,,0,0,0,0,0,0.0
46849,0,,0,0,0,0,0,0.0
46907,0,,0,3,0,3,0,0.0
46969,0,,0,5,0,5,0,0.0
47069,0,,0,0,0,0,0,0.0
47151,0,,0,0,0,0,0,0.0
4740,0,,0,0,0,0,0,0.0
47441,0,,0,0,0,0,0,0.0
47770,0,,0,3,0,3,0,0.0
47916,0,,0,0,0,0,0,0.0
48113,0,,0,4,0,4,0,0.0
48207,0,,0,2,0,2,0,0.0
48272,0,,0,6,0,6,0,0.0
4845,0,,0,1,0,1,0,0.0
4865,0,,0,0,0,0,0,0.0
48718,0,,0,0,0,0,0,0.0
48836,0,,0,1,0,1,0,0.0
48981,0,,0,0,0,0,0,0.0
49042,0,,0,0,0,0,0,0.0
49233,0,,0,2,0,2,0,0.0
49506,0,,0,1,0,1,0,0.0
4957,0,,0,2,0,2,0,0.0
49711,0,,0,3,0,3,0,0.0
4992,0,,0,0,0,0,0,0.0
49982,0,,0,2,0,2,0,0.0
50069,0,,0,0,0,0,0,0.0
50158,0,,0,9,0,9,0,0.0
50255,0,,0,4,0,4,0,0.0
50311,0,,0,0,0,0,0,0.0
50419,0,,0,0,0,0,0,0.0
50539,0,,0,3,0,3,0,0.0
50636,0,,0,0,0,0,0,0.0
50690,0,,0,0,0,0,0,0.0
5080,0,,0,0,0,0,0,0.0
50907,0,,0,0,0,0,0,0.0
50983,0,,0,0,0,0,0,0.0
51069,0,,0,2,0,2,0,0.0
51165,0,,0,0,0,0,0,0.0
51227,0,,0,7,0,7,0,0.0
5130,0,,0,0,0,0,0,0.0
51345,0,,0,1,0,1,0,0.0
51552,0,,0,0,0,0,0,0.0
51718,0,,0,0,0,0,0,0.0
51927,0,,0,0,0,0,0,0.0
52050,0,,0,3,0,3,0,0.0
5220,0,,0,2,0,2,0,0.0
52298,0,,0,3,0,3,0,0.0
52396,0,,0,0,0,0,0,0.0
52590,0,,0,0,0,0,0,0.0
5270,0,,0,6,0,6,0,0.0
52798,0,,0,6,0,6,0,0.0
52927,0,,0,0,0,0,0,0.0
53118,0,,0,3,0,3,0,0.0
53248,0,,0,5,0,5,0,0.0
53404,0,,0,0,0,0,0,0.0
53527,0,,0,1,0,1,0,0.0
53675,0,,0,0,0,0,0,0.0
5385,0,,0,1,0,1,0,0.0
54000,0,,0,3,0,3,0,0.0
54152,0,,0,1,0,1,0,0.0
54527,0,,0,0,0,0,0,0.0
54553,0,,0,2,0,2,0,0.0
54710,0,,0,1,0,1,0,0.0
54790,0,,0,2,0,2,0,0.0
54945,0,,0,0,0,0,0,0.0
55025,0,,0,0,0,0,0,0.0
55072,0,,0,0,0,0,0,0.0
55175,0,,0,0,0,0,0,0.0
55291,0,,0,0,0,0,0,0.0
55541,0,,0,0,0,0,0,0.0
55651,0,,0,1,0,1,0,0.0
55695,0,,0,0,0,0,0,0.0
55790,0,,0,1,0,1,0,0.0
56127,0,,0,0,0,0,0,0.0
5626,0,,0,2,0,2,0,0.0
56311,0,,0,1,0,1,0,0.0
56515,0,,0,0,0,0,0,0.0
56589,0,,0,0,0,0,0,0.0
56723,0,,0,0,0,0,0,0.0
56793,0,,0,0,0,0,0,0.0
569,0,,0,1,0,1,0,0.0
56997,0,,0,0,0,0,0,0.0
57085,0,,0,0,0,0,0,0.0
57239,0,,0,0,0,0,0,0.0
57328,0,,0,0,0,0,0,0.0
57505,0,,0,2,0,2,0,0.0
57643,0,,0,0,0,0,0,0.0
5772,0,,0,7,0,7,0,0.0
57927,0,,0,2,0,2,0,0.0
58081,0,,0,2,0,2,0,0.0
58338,0,,0,3,0,3,0,0.0
58510,0,,0,3,0,3,0,0.0
58697,0,,0,0,0,0,0,0.0
58782,0,,0,1,0,1,0,0.0
58955,0,,0,4,0,4,0,0.0
59148,0,,0,1,0,1,0,0.0
59255,0,,0,0,0,0,0,0.0
59375,0,,0,0,0,0,0,0.0
59453,0,,0,2,0,2,0,0.0
59617,0,,0,2,0,2,0,0.0
59840,0,,0,1,0,1,0,0.0
59951,0,,0,0,0,0,0,0.0
60046,0,,0,1,0,1,0,0.0
6011,0,,0,6,0,6,0,0.0
60195,0,,0,2,0,2,0,0.0
60340,0,,0,0,0,0,0,0.0
60457,0,,0,0,0,0,0,0.0
6060,0,,0,0,0,0,0,0.0
60829,0,,0,0,0,0,0,0.0
60986,0,,0,1,0,1,0,0.0
6103,0,,0,0,0,0,0,0.0
61270,0,,0,0,0,0,0,0.0
61355,0,,0,0,0,0,0,0.0
61566,0,,0,0,0,0,0,0.0
61883,0,,0,3,0,3,0,0.0
61997,0,,0,6,0,6,0,0.0
6212,0,,0,0,0,0,0,0.0
62249,0,,0,0,0,0,0,0.0
62330,0,,0,3,0,3,0,0.0
62519,0,,0,2,0,2,0,0.0
62793,0,,0,3,0,3,0,0.0
63046,0,,0,0,0,0,0,0.0
63117,0,,0,2,0,2,0,0.0
63245,0,,0,1,0,1,0,0.0
633,0,,0,3,0,3,0,0.0
63355,0,,0,0,0,0,0,0.0
63427,0,,0,2,0,2,0,0.0
63654,0,,0,0,0,0,0,0.0
63713,0,,0,2,0,2,0,0.0
63834,0,,0,2,0,2,0,0.0
63947,0,,0,0,0,0,0,0.0
6407,0,,0,3,0,3,0,0.0
64128,0,,0,0,0,0,0,0.0
6419,0,,0,1,0,1,0,0.0
64245,0,,0,0,0,0,0,0.0
64289,0,,0,0,0,0,0,0.0
64391,0,,0,0,0,0,0,0.0
6454,0,,0,2,0,2,0,0.0
64717,0,,0,0,0,0,0,0.0
64773,0,,0,2,0,2,0,0.0
64941,0,,0,1,0,1,0,0.0
6508,0,,0,0,0,0,0,0.0
65214,0,,0,0,0,0,0,0.0
65399,0,,0,1,0,1,0,0.0
65532,0,,0,0,0,0,0,0.0
6618,0,,0,1,0,1,0,0.0
6696,0,,0,2,0,2,0,0.0
6800,0,,0,0,0,0,0,0.0
7004,0,,0,3,0,3,0,0.0
7130,0,,0,0,0,0,0,0.0
7279,0,,0,0,0,0,0,0.0
7411,0,,0,0,0,0,0,0.0
7498,0,,0,2,0,2,0,0.0
7610,0,,0,0,0,0,0,0.0
770,0,,0,1,0,1,0,0.0
7715,0,,0,0,0,0,0,0.0
7771,0,,0,2,0,2,0,0.0
7972,0,,0,0,0,0,0,0.0
8074,0,,0,0,0,0,0,0.0
8130,0,,0,3,0,3,0,0.0
8259,0,,0,0,0,0,0,0.0
8388,0,,0,0,0,0,0,0.0
8481,0,,0,0,0,0,0,0.0
8678,0,,0,0,0,0,0,0.0
8733,0,,0,2,0,2,0,0.0
8874,0,,0,3,0,3,0,0.0
9568,0,,0,0,0,0,0,0.0
9849,0,,0,0,0,0,0,0.0
9977,0,,0,0,0,0,0,0.0
10,1,Q1,2,3,0,3,2,0.0
1008,1,Q3,2,1,1,0,1,0.49207040667533875
10176,1,Q4,4,5,4,1,0,0.7972513884305954
10296,1,Q1,2,3,0,3,2,0.0
10408,1,Q2,2,4,2,2,0,0.8468492031097412
10458,1,Q2,2,6,2,4,0,0.5586176961660385
10632,1,Q1,3,6,3,3,0,0.7406166593233744
10742,1,Q1,3,5,2,3,1,0.6743055582046509
10878,1,Q2,2,3,2,1,0,0.4999799430370331
10951,1,Q2,2,2,2,0,0,0.8740745782852173
1101,1,Q2,5,0,0,0,5,0.0
11206,1,Q4,4,5,4,1,0,0.6179634220898151
11277,1,Q2,4,0,0,0,4,0.0
11356,1,Q1,7,9,5,4,2,0.6780140072107315
1143,1,Q2,12,0,0,0,12,0.0
11513,1,Q2,4,2,2,0,2,0.5549554526805878
11662,1,Q1,2,5,2,3,0,0.375060111284256
11740,1,Q1,3,0,0,0,3,0.0
11854,1,Q3,5,4,4,0,1,0.5340747460722923
11964,1,Q2,3,7,3,4,0,0.7646421790122986
12025,1,Q4,2,1,0,1,2,0.0
12073,1,Q1,3,3,3,0,0,0.4990219970544179
12150,1,Q2,10,0,0,0,10,0.0
12262,1,Q1,4,11,4,7,0,0.5969757363200188
12300,1,Q1,3,3,2,1,1,0.6598123908042908
12364,1,Q3,2,2,2,0,0,0.8828318417072296
12446,1,Q1,2,2,1,1,1,0.6811708807945251
12572,1,Q4,4,2,2,0,2,0.8129340708255768
12629,1,Q1,2,1,0,1,2,0.0
12793,1,Q4,2,3,2,1,0,0.7978330254554749
12879,1,Q3,4,2,2,0,2,0.29719357192516327
13020,1,Q2,2,1,1,0,1,0.40126773715019226
13123,1,Q1,2,7,0,7,2,0.0
13333,1,Q3,6,2,2,0,4,0.6319282352924347
13451,1,Q4,1,1,1,0,0,0.7508665919303894
13603,1,Q1,2,9,2,7,0,0.8258014023303986
13670,1,Q4,2,2,2,0,0,0.9321009814739227
13742,1,Q2,3,3,3,0,0,0.762448807557424
13839,1,Q2,9,0,0,0,9,0.0
13893,1,Q3,2,3,2,1,0,0.808902233839035
13971,1,Q1,3,0,0,0,3,0.0
14070,1,Q4,2,0,0,0,2,0.0
14114,1,Q4,4,8,4,4,0,0.8724964708089828
1419,1,Q4,2,0,0,0,2,0.0
14331,1,Q2,4,2,2,0,2,0.6868820786476135
14436,1,Q1,2,3,2,1,0,0.7548311948776245
14594,1,Q3,6,0,0,0,6,0.0
14624,1,Q2,2,0,0,0,2,0.0
14700,1,Q1,2,1,0,1,2,0.0
14770,1,Q3,2,3,2,1,0,0.7038880288600922
14829,1,Q3,5,2,2,0,3,0.5278991609811783
14930,1,Q4,2,0,0,0,2,0.0
14988,1,Q1,4,4,3,1,1,0.7777061661084493
15061,1,Q3,6,0,0,0,6,0.0
15269,1,Q4,4,6,4,2,0,0.7981712222099304
1536,1,Q2,2,2,2,0,0,0.7576902508735657
15426,1,Q4,2,4,1,3,1,0.6256464719772339
15579,1,Q1,2,3,0,3,2,0.0
15733,1,Q4,2,3,2,1,0,0.6632200926542282
1580,1,Q3,2,2,2,0,0,0.43122150003910065
15860,1,Q2,3,6,3,3,0,0.699865718682607
15940,1,Q3,4,6,2,4,2,0.5954527258872986
1608,1,Q3,10,0,0,0,10,0.0
16161,1,Q4,2,3,2,1,0,0.770700603723526
16219,1,Q4,2,2,2,0,0,0.953885555267334
16294,1,Q3,2,2,2,0,0,0.7451715767383575
1641,1,Q2,5,0,0,0,5,0.0
16534,1,Q1,2,0,0,0,2,0.0
16590,1,Q2,2,1,1,0,1,0.45844608545303345
16647,1,Q4,4,6,3,3,1,0.8026775121688843
16703,1,Q2,2,0,0,0,2,0.0
16866,1,Q4,2,4,2,2,0,0.5147475004196167
16960,1,Q4,2,3,2,1,0,0.7857782542705536
17071,1,Q1,2,0,0,0,2,0.0
17245,1,Q1,2,2,1,1,1,0.8473767638206482
17298,1,Q3,5,3,3,0,2,0.6041454871495565
17493,1,Q4,2,2,2,0,0,0.8099673986434937
17625,1,Q2,4,5,1,4,3,0.5519877672195435
17754,1,Q4,4,3,2,1,2,0.3545703738927841
17846,1,Q3,1,1,1,0,0,0.5249606966972351
18000,1,Q3,2,1,1,0,1,0.48949167132377625
1813,1,Q1,4,5,2,3,2,0.7719787657260895
18440,1,Q4,2,3,2,1,0,0.9046915173530579
1856,1,Q4,2,1,1,0,1,0.41587841510772705
187,1,Q2,8,0,0,0,8,0.0
1879,1,Q4,3,5,3,2,0,0.893562932809194
18995,1,Q4,2,3,2,1,0,0.7854385673999786
19130,1,Q1,2,5,0,5,2,0.0
19281,1,Q2,2,1,1,0,1,0.6756756901741028
1940,1,Q2,2,1,1,0,1,0.7964233160018921
19593,1,Q3,2,1,1,0,1,0.8730800151824951
19633,1,Q4,4,4,4,0,0,0.7644969075918198
19728,1,Q1,2,0,0,0,2,0.0
19847,1,Q4,4,5,4,1,0,0.5990373119711876
19953,1,Q4,2,2,2,0,0,0.8653942346572876
20007,1,Q1,2,2,0,2,2,0.0
20103,1,Q1,3,3,1,2,2,0.42814669013023376
20270,1,Q3,4,2,2,0,2,0.48401257395744324
20379,1,Q1,2,2,2,0,0,0.6113955080509186
20490,1,Q2,3,0,0,0,3,0.0
2053,1,Q2,8,0,0,0,8,0.0
20587,1,Q4,4,3,3,0,1,0.7867129147052765
20666,1,Q3,6,2,0,2,6,0.0
20753,1,Q3,2,1,1,0,1,0.2930471897125244
20800,1,Q3,4,2,1,1,3,0.4842085540294647
20833,1,Q3,2,3,1,2,1,0.2538311183452606
20920,1,Q3,3,2,2,0,1,0.6556427478790283
21034,1,Q4,2,2,1,1,1,0.6213825941085815
21204,1,Q2,12,0,0,0,12,0.0
21264,1,Q4,4,6,4,2,0,0.9378725588321686
21540,1,Q1,2,6,2,4,0,0.5437660068273544
2164,1,Q2,3,2,0,2,3,0.0
21728,1,Q3,4,5,4,1,0,0.8978429883718491
2177,1,Q2,2,4,0,4,2,0.0
21851,1,Q2,2,2,2,0,0,0.8857867419719696
22046,1,Q1,3,5,2,3,1,0.3573319613933563
22155,1,Q3,2,6,2,4,0,0.9260097742080688
22182,1,Q3,2,2,2,0,0,0.9172461032867432
2228,1,Q1,2,3,1,2,1,0.7459089159965515
22337,1,Q1,7,7,5,2,2,0.7638078331947327
22456,1,Q2,2,0,0,0,2,0.0
22565,1,Q4,2,1,1,0,1,0.870239794254303
22739,1,Q2,3,2,2,0,1,0.6231545805931091
22797,1,Q1,3,7,0,7,3,0.0
2290,1,Q3,4,3,3,0,1,0.4787762686610222
22951,1,Q1,3,2,0,2,3,0.0
2305,1,Q4,2,5,2,3,0,0.9228062629699707
23143,1,Q4,4,3,2,1,2,0.8772481083869934
23236,1,Q4,2,0,0,0,2,0.0
23357,1,Q4,2,6,1,5,1,0.8644530177116394
23460,1,Q4,3,3,3,0,0,0.7476123968760172
23527,1,Q4,2,3,2,1,0,0.9489512741565704
23726,1,Q2,2,1,0,1,2,0.0
23904,1,Q4,2,3,2,1,0,0.9550305902957916
24029,1,Q2,6,1,0,1,6,0.0
24111,1,Q1,2,2,0,2,2,0.0
24218,1,Q2,5,3,3,0,2,0.7247679233551025
24332,1,Q2,2,2,2,0,0,0.8729332387447357
24381,1,Q1,4,1,1,0,3,0.42768594622612
2450,1,Q4,4,4,4,0,0,0.900248795747757
24600,1,Q3,2,3,2,1,0,0.3370331674814224
24676,1,Q4,2,2,2,0,0,0.6995235681533813
24749,1,Q4,5,0,0,0,5,0.0
24850,1,Q4,4,2,2,0,2,0.7925172448158264
24937,1,Q4,2,5,2,3,0,0.8668040037155151
25003,1,Q1,2,2,1,1,1,0.7695852518081665
25124,1,Q1,2,4,2,2,0,0.6624553203582764
2534,1,Q1,3,1,0,1,3,0.0
25388,1,Q4,2,6,2,4,0,0.2834218740463257
25458,1,Q1,4,5,2,3,2,0.5882899165153503
25525,1,Q1,4,1,0,1,4,0.0
25638,1,Q2,7,0,0,0,7,0.0
2577,1,Q1,4,1,0,1,4,0.0
25981,1,Q2,3,1,0,1,3,0.0
26035,1,Q2,5,1,1,0,4,0.488095223903656
26148,1,Q4,4,5,2,3,2,0.6151548624038696
2622,1,Q2,4,0,0,0,4,0.0
26329,1,Q1,4,3,2,1,2,0.6837174296379089
26435,1,Q4,2,2,2,0,0,0.7332247793674469
26492,1,Q3,1,2,1,1,0,0.4227655827999115
26580,1,Q3,2,0,0,0,2,0.0
26730,1,Q1,3,0,0,0,3,0.0
26933,1,Q3,6,2,0,2,6,0.0
27061,1,Q3,1,4,1,3,0,0.46518269181251526
27195,1,Q4,2,1,1,0,1,0.2376367598772049
27409,1,Q1,2,2,0,2,2,0.0
27586,1,Q2,3,6,3,3,0,0.6163549323876699
27694,1,Q2,2,0,0,0,2,0.0
27829,1,Q2,2,2,0,2,2,0.0
