sample_id,image_id,gt_area,surface_area,edge_area,area_delta_edge_minus_surface,change_pixels,surface_dice,edge_dice,dice_delta_edge_minus_surface
forged__8678,8678,1683,1950,5619,3669,3669,0.2543352601156069,0.23062174746644754,-0.023713512649159385
forged__19953,19953,9254,12159,15776,3617,3617,0.47998879185541493,0.5041949660407511,0.02420617418533616
forged__45620,45620,5565,3296,6901,3605,3605,0.5574991535944024,0.44729664687951226,-0.11020250671489012
forged__10878,10878,2158,10286,13840,3554,3554,0.3461909353905497,0.2697837229653707,-0.076407212425179
forged__44622,44622,8060,11419,14922,3503,3503,0.7443913958622106,0.6737446697415369,-0.07064672612067369
forged__54710,54710,5465,11300,14766,3466,3466,0.6286907247241277,0.5400622806583956,-0.08862844406573211
forged__35127,35127,9051,14235,17615,3380,3380,0.712101692003779,0.6682667066676667,-0.0438349853361123
forged__15733,15733,5332,8601,11866,3265,3265,0.634608483456542,0.5535527386905454,-0.08105574476599653
forged__16866,16866,14375,17309,20562,3253,3253,0.6877919454614316,0.6992586655980766,0.011466720136644959
forged__50419,50419,21305,7887,11071,3184,3184,0.5403535215127432,0.6693229552755128,0.1289694337627696
forged__28283,28283,5844,4451,7623,3172,3172,0.5639630888780962,0.6182520234647657,0.0542889345866695
forged__51552,51552,7304,4308,7428,3120,3120,0.6725800895625216,0.6711919630735813,-0.0013881264889402667
forged__48836,48836,4112,8599,11681,3082,3082,0.5458264495319015,0.47109478883049455,-0.07473166070140697
forged__42461,42461,4854,6400,9478,3078,3078,0.513595166163142,0.4546469439017583,-0.05894822226138374
forged__39944,39944,8825,13544,16585,3041,3041,0.688095131655416,0.6487209759937033,-0.03937415566171276
forged__6103,6103,4212,9627,12603,2976,2976,0.5811113519762988,0.4997918525126375,-0.0813194994636613
forged__44829,44829,11328,59695,62670,2975,2975,0.31496839052138037,0.306116381523825,-0.008852008997555394
forged__21728,21728,14101,13749,16720,2971,2971,0.9009694793536804,0.87855682813666,-0.022412651217020407
forged__2305,2305,6968,9272,12207,2935,2935,0.6020935960591133,0.5767926988265971,-0.025300897232516162
forged__34211,34211,7932,5769,8683,2914,2914,0.6238960659805853,0.6420704182967198,0.018174352316134512
forged__55072,55072,5566,9394,12281,2887,2887,0.6532085561497326,0.6182551689359557,-0.03495338721377694
forged__23357,23357,3542,6941,9812,2871,2871,0.35123533339692836,0.31541111277519845,-0.03582422062172991
forged__39299,39299,5234,339,3196,2857,2857,0.0,0.0045077105575326215,0.0045077105575326215
forged__40828,40828,3150,7772,10599,2827,2827,0.29756454861746934,0.24496327005600407,-0.052601278561465264
forged__26435,26435,4732,5186,7982,2796,2796,0.538213349465618,0.5095170677992764,-0.02869628166634164
forged__53404,53404,4100,11094,13854,2760,2760,0.5075687771488746,0.4508187590509079,-0.056750018097966703
forged__52298,52298,4507,1956,4713,2757,2757,0.49388828717313943,0.7726681127982646,0.2787798256251252
forged__2228,2228,3738,1270,4021,2751,2751,0.0,0.013403789148086093,0.013403789148086093
forged__63947,63947,10715,8110,10854,2744,2744,0.8089243027888446,0.8397236775001159,0.030799374711271255
forged__34415,34415,9540,17429,20156,2727,2727,0.6401423857021025,0.6142241379310345,-0.025918247771067993
forged__23527,23527,7118,11734,14450,2716,2716,0.6796095904943773,0.6266691394658753,-0.05294045102850198
forged__36295,36295,3860,8747,11443,2696,2696,0.5839612913460775,0.4958504868326472,-0.08811080451343034
forged__33053,33053,9728,2982,5676,2694,2694,0.35106215578284816,0.48818488704232665,0.1371227312594785
forged__59617,59617,11798,19697,22370,2673,2673,0.7424035561200191,0.6898852727698431,-0.05251828335017594
forged__10408,10408,5968,4173,6836,2663,2663,0.6064490681392367,0.633708216182443,0.027259148043206283
forged__37856,37856,4267,1435,4093,2658,2658,0.0,0.0016746411483253589,0.0016746411483253589
forged__38913,38913,4845,11840,14443,2603,2603,0.4908600539406653,0.47542513479883863,-0.015434919141826653
forged__55695,55695,11356,2494,5095,2601,2601,0.3540794223826715,0.5833080055923652,0.2292285832096937
forged__45878,45878,2542,7884,10451,2567,2567,0.12219451371571072,0.19887631801739397,0.07668180430168325
forged__16647,16647,12641,18278,20831,2553,2553,0.687344351369708,0.6875597514340345,0.0002154000643265208
forged__34873,34873,3721,6591,9136,2545,2545,0.3847944142746315,0.33600373337481526,-0.04879068089981625
forged__5220,5220,5648,4572,7082,2510,2510,0.6454011741682975,0.6138256087981147,-0.0315755653701828
forged__52050,52050,410,3691,6191,2500,2500,0.07851743477200683,0.060899863657021665,-0.017617571114985166
forged__49982,49982,4633,4209,6701,2492,2492,0.6337932594435648,0.5719075348508911,-0.06188572459267372
forged__30217,30217,7330,14882,17339,2457,2457,0.6043580046821538,0.577566986906644,-0.02679101777550985
forged__4957,4957,6588,5972,8422,2450,2450,0.3522292993630573,0.42811459027315124,0.07588529091009394
forged__22155,22155,2202,3615,6042,2427,2427,0.3912669761045212,0.28360019408054343,-0.10766678202397778
forged__7411,7411,5712,14150,16542,2392,2392,0.5468734266438425,0.504089152511908,-0.04278427413193453
forged__54870,54870,5830,822,3191,2369,2369,0.005411906193625977,0.31570779292761336,0.3102958867339874
forged__29482,29482,1706,2278,4630,2352,2352,0.5858433734939759,0.5,-0.08584337349397586
forged__28245,28245,10868,8838,11182,2344,2344,0.864406779661017,0.9068480725623583,0.042441292901341354
forged__32535,32535,1536,838,3166,2328,2328,0.22072451558550968,0.2535091450446618,0.03278462945915214
forged__34036,34036,6534,12520,14834,2314,2314,0.5962002729085756,0.5865780606514414,-0.009622212257134222
forged__7715,7715,4198,5523,7822,2299,2299,0.49192469910503034,0.4720465890183028,-0.01987811008672752
forged__8259,8259,4139,6204,8495,2291,2291,0.6754326597698926,0.5975937945227164,-0.0778388652471762
forged__18995,18995,6468,12107,14390,2283,2283,0.6659488559892328,0.6125227730367245,-0.05342608295250828
forged__58338,58338,5133,13035,15314,2279,2279,0.5566930867459269,0.49943757030371205,-0.05725551644221483
forged__19593,19593,3621,2041,4312,2271,2271,0.6467679265277287,0.5145594352703895,-0.13220849125733924
forged__31468,31468,4483,10868,13137,2269,2269,0.4500032571168002,0.43496027241770713,-0.015042984699093098
forged__19728,19728,1962,975,3238,2263,2263,0.2948586993530814,0.33,0.035141300646918616
forged__33343,33343,5165,8185,10437,2252,2252,0.5026217228464419,0.5349314190488399,0.032309696202397986
forged__18440,18440,3839,4897,7137,2240,2240,0.4571886446886447,0.41964285714285715,-0.03754578754578752
forged__48981,48981,7126,17340,19576,2236,2236,0.555301234366059,0.5257284098569396,-0.029572824509119466
forged__62249,62249,321,5562,7793,2231,2231,0.0,0.010845452304658615,0.010845452304658615
forged__59840,59840,4823,3694,5915,2221,2221,0.7399319009040742,0.7036692121437884,-0.03626268876028582
forged__21264,21264,9300,13955,16136,2181,2181,0.5963448720705224,0.5872778738795408,-0.009066998190981668
forged__32201,32201,4004,3151,5285,2134,2134,0.5439552760307478,0.426741306922166,-0.11721396910858178
forged__11206,11206,6793,8801,10919,2118,2118,0.7374631268436578,0.7236901535682023,-0.013772973275455458
forged__42385,42385,5205,5839,7943,2104,2104,0.8419051068453459,0.7750228171585032,-0.06688228968684273
forged__16703,16703,1896,2182,4281,2099,2099,0.4634624816086317,0.3357616966164805,-0.1277007849921512
forged__64128,64128,9135,12361,14444,2083,2083,0.47450688500186083,0.5171550956359472,0.04264821063408636
forged__20270,20270,4398,3370,5444,2074,2074,0.7229660144181257,0.6441780125990653,-0.07878800181906043
forged__43285,43285,3864,2255,4301,2046,2046,0.6350710900473934,0.5856705450091856,-0.04940054503820779
forged__1536,1536,4710,5549,7591,2042,2042,0.8895603860025344,0.76042598162751,-0.12913440437502444
forged__54152,54152,4434,11624,13648,2024,2024,0.2885789014821273,0.29211370423625704,0.003534802754129762
forged__32398,32398,5200,4256,6258,2002,2002,0.616751269035533,0.6919183103508466,0.0751670413153136
forged__13020,13020,9636,7690,9688,1998,1998,0.8793720420177767,0.934899606706686,0.05552756468890929
forged__35744,35744,5259,10034,12012,1978,1978,0.3419865297848689,0.3418447107868682,-0.00014181899800069786
forged__8874,8874,1983,19375,21350,1975,1975,0.13578050379248993,0.1491449877855398,0.013364483993049875
forged__2290,2290,5206,4268,6240,1972,1972,0.5625923580325101,0.5110955792416565,-0.05149677879085357
forged__58081,58081,3803,9056,11008,1952,1952,0.3805894704098297,0.3778272905273108,-0.0027621798825189225
forged__54527,54527,9583,9432,11371,1939,1939,0.8883513016039969,0.8480481053736757,-0.04030319623032119
forged__6419,6419,5000,9588,11499,1911,1911,0.6094049904030711,0.600278804776047,-0.009126185627024053
forged__12793,12793,7206,13338,15249,1911,1911,0.645541277258567,0.6249832999331998,-0.020557977325367238
forged__39737,39737,4786,12320,14222,1902,1902,0.5267157722436572,0.49189814814814814,-0.03481762409550904
forged__24676,24676,7304,11576,13476,1900,1900,0.3850635593220339,0.3826756496631376,-0.0023879096588962923
forged__26148,26148,11051,14202,16098,1896,1896,0.8159822595335208,0.7931047184058345,-0.02287754112768625
forged__31834,31834,2460,2124,3964,1840,1840,0.7757417102966842,0.6267123287671232,-0.1490293815295609
forged__34597,34597,5509,12734,14550,1816,1816,0.5312722688154361,0.5226581584326238,-0.008614110382812346
forged__23904,23904,10102,14828,16637,1809,1809,0.7574809466506217,0.7410149968211227,-0.016465949829499005
forged__20587,20587,10237,14282,16082,1800,1800,0.7236021044903952,0.7269273148675861,0.0033252103771909125
forged__57643,57643,6063,13578,15363,1785,1785,0.5789929229672623,0.5549332586577056,-0.02405966430955675
forged__61997,61997,2258,2214,3998,1784,1784,0.4597495527728086,0.43158567774936063,-0.02816387502344797
forged__8074,8074,14693,12941,14685,1744,1744,0.6101179706159079,0.6576349649397508,0.04751699432384293
forged__28014,28014,4454,13066,14808,1742,1742,0.4874429223744292,0.45436610943827227,-0.03307681293615694
forged__10176,10176,9577,15993,17706,1713,1713,0.709972624168948,0.6868013048418429,-0.023171319327105144
forged__19633,19633,10852,11830,13541,1711,1711,0.9027422625870735,0.8750051244209405,-0.02773713816613299
forged__57328,57328,6278,13231,14934,1703,1703,0.6094622994515352,0.5786347350556289,-0.03082756439590628
forged__31725,31725,1545,2015,3712,1697,1697,0.7101123595505618,0.5622978885295796,-0.14781447102098222
forged__13670,13670,7490,18261,19957,1696,1696,0.5366781872548639,0.5266149305935075,-0.010063256661356434
forged__64391,64391,2359,1504,3176,1672,1672,0.6388816981620502,0.5134598012646793,-0.12542189689737093
forged__17625,17625,1074,1637,3296,1659,1659,0.1468092954629288,0.2979405034324943,0.15113120796956547
forged__29229,29229,12904,20764,22422,1658,1658,0.7298324818819056,0.7223008548944121,-0.007531626987493545
forged__16219,16219,6302,12745,14394,1649,1649,0.6314905234420118,0.5966370313103981,-0.034853492131613706
forged__44171,44171,3622,4385,6027,1642,1642,0.0,0.0,0.0
forged__16960,16960,5370,12352,13991,1639,1639,0.5173231012301095,0.5261091885749704,0.00878608734486086
forged__49711,49711,2703,345,1983,1638,1638,0.15485564304461943,0.22321809645753307,0.06836245341291364
forged__39875,39875,3223,6059,7693,1634,1634,0.5565610859728507,0.5196042506412606,-0.03695683533159011
forged__16294,16294,8640,10882,12499,1617,1617,0.8817744083597993,0.8174464260371824,-0.06432798232261683
forged__11513,11513,2631,1235,2838,1603,1603,0.40713916192446975,0.5244103126714207,0.11727115074695094
forged__34306,34306,6249,7087,8688,1601,1601,0.9181163767246551,0.8359108254669613,-0.0822055512576938
forged__28965,28965,2337,1830,3430,1600,1600,0.4962802975761939,0.44459857811687187,-0.05168171945932204
forged__58593,58593,3071,5138,6730,1592,1592,0.36886344256304054,0.3130292827262524,-0.05583415983678813
forged__46500,46500,1890,475,2064,1589,1589,0.0,0.0,0.0
forged__24850,24850,8325,5153,6742,1589,1589,0.5983083543552455,0.5430410831618769,-0.055267271193368606
forged__60986,60986,7952,7134,8721,1587,1587,0.8537717088691502,0.8629520782102801,0.009180369341129868
forged__28412,28412,8315,11577,13162,1585,1585,0.7936859038809572,0.7602551566792383,-0.0334307472017189
forged__17754,17754,4571,3336,4916,1580,1580,0.4502339699000885,0.4498787814904606,-0.00035518840962789344
forged__32884,32884,1183,1652,3208,1556,1556,0.37954144620811286,0.281940332498292,-0.09760111370982089
forged__42035,42035,3101,6337,7893,1556,1556,0.6111464293282475,0.5470256503547389,-0.06412077897350854
forged__32139,32139,6894,4650,6201,1551,1551,0.7557172557172557,0.7546391752577319,-0.0010780804595237337
forged__13893,13893,4607,5563,7103,1540,1540,0.4534906588003933,0.4606319385140905,0.007141279713697213
forged__29736,29736,5102,8509,10033,1524,1524,0.5811476012049078,0.592798149983482,0.011650548778574188
forged__15269,15269,5811,7376,8897,1521,1521,0.7880488359748237,0.7549632852869187,-0.033085550687904974
forged__56793,56793,9433,14692,16205,1513,1513,0.6842694300518135,0.6851548482720962,0.0008854182202826522
forged__35829,35829,2987,1609,3121,1512,1512,0.6222802436901653,0.48493778650949576,-0.13734245718066956
forged__37942,37942,7721,9764,11273,1509,1509,0.8479267943951959,0.804359271348847,-0.04356752304634892
forged__41697,41697,1025,497,1997,1500,1500,0.5479632063074902,0.5195234943745863,-0.028439711932903844
forged__55790,55790,9205,1291,2781,1490,1490,0.24028201219512196,0.40113465709994994,0.16085264490482798
forged__14114,14114,9550,11519,13006,1487,1487,0.6504342873415919,0.6721936513566236,0.021759364015031646
forged__4845,4845,1984,1548,3034,1486,1486,0.4563986409966025,0.5460342766042248,0.08963563560762228
forged__8388,8388,7266,12435,13906,1471,1471,0.6345870767981321,0.6347062157566598,0.00011913895852766476
forged__40033,40033,3466,4025,5476,1451,1451,0.7248698438125751,0.6973831357638113,-0.027486708048763853
forged__37903,37903,1110,651,2087,1436,1436,0.5917092561044861,0.33343759774788867,-0.25827165835659743
forged__15860,15860,2931,2056,3490,1434,1434,0.7663926208141167,0.6397757358666875,-0.1266168849474293
forged__30871,30871,775,1341,2774,1433,1433,0.29300567107750475,0.2406311637080868,-0.052374507369417955
forged__33985,33985,11267,15559,16901,1342,1342,0.7827480802206814,0.7855722806021017,0.002824200381420283
forged__22456,22456,506,175,1511,1336,1336,0.0,0.0019831432821021317,0.0019831432821021317
forged__60457,60457,5368,8351,9686,1335,1335,0.7131715139587433,0.689916301315265,-0.023255212643478296
forged__35069,35069,2829,3200,4524,1324,1324,0.0,0.0,0.0
forged__21851,21851,2561,3024,4335,1311,1311,0.48236347358997317,0.4689675174013921,-0.013395956188581082
forged__44020,44020,545,931,2234,1303,1303,0.0,0.0,0.0
forged__41517,41517,6019,9990,11289,1299,1299,0.7112249359735149,0.6833834065172175,-0.027841529456297365
forged__60829,60829,811,106,1389,1283,1283,0.15485278080697928,0.3090909090909091,0.1542381282839298
forged__17493,17493,11353,13280,14550,1270,1270,0.9183615475175577,0.8765780025479675,-0.04178354496959025
forged__4740,4740,4484,9187,10448,1261,1261,0.6132689634993782,0.5905437985534423,-0.022725164945935905
forged__46849,46849,2313,623,1868,1245,1245,0.035422343324250684,0.2535278641473332,0.21810552082308252
forged__22565,22565,577,1755,2999,1244,1244,0.4485420240137221,0.31767337807606266,-0.13086864593765946
forged__1879,1879,3024,3514,4749,1235,1235,0.8112572652187213,0.7515759680946867,-0.05968129712403458
forged__23143,23143,5999,2928,4156,1228,1228,0.498487733841156,0.551452486459872,0.05296475261871597
forged__23460,23460,4993,2257,3463,1206,1206,0.6226206896551724,0.815515610217597,0.19289492056242463
forged__5385,5385,329,383,1585,1202,1202,0.0,0.09195402298850575,0.09195402298850575
forged__53248,53248,1922,1061,2263,1202,1202,0.6463291987931612,0.5304659498207885,-0.11586324897237266
forged__51345,51345,2969,4609,5798,1189,1189,0.7067827922934812,0.6640812136420668,-0.04270157865141433
forged__5270,5270,2346,7056,8241,1185,1185,0.414167198468411,0.41163691319542833,-0.0025302852729826575
forged__3228,3228,4696,7358,8533,1175,1175,0.36552181848349097,0.3670723410688639,0.0015505225853729154
forged__43915,43915,1346,821,1963,1142,1142,0.3534840793724042,0.31429434874584466,-0.03918973062655956
forged__39366,39366,2899,1572,2700,1128,1128,0.0,0.0,0.0
forged__25124,25124,1696,764,1891,1127,1127,0.043089430894308944,0.45664901031502647,0.4135595794207175
forged__51718,51718,1995,554,1674,1120,1120,0.0,0.05560098119378577,0.05560098119378577
forged__4222,4222,12297,14223,15341,1118,1118,0.9265460030165913,0.889861784499602,-0.03668421851698933
forged__57927,57927,7002,13726,14838,1112,1112,0.672327286761868,0.6412087912087913,-0.031118495553076775
forged__12262,12262,991,369,1469,1100,1100,0.07941176470588235,0.2975609756097561,0.21814921090387374
forged__6011,6011,3604,482,1570,1088,1088,0.041605482134116495,0.21066872825666796,0.16906324612255147
forged__56311,56311,977,637,1723,1086,1086,0.0,0.01037037037037037,0.01037037037037037
forged__51165,51165,1181,1358,2440,1082,1082,0.22922410397794407,0.23750345208505938,0.008279348107115309
forged__44420,44420,1520,848,1929,1081,1081,0.47550675675675674,0.4146129312844303,-0.06089382547232647
forged__12572,12572,797,254,1318,1064,1064,0.42435775451950525,0.28463356973995274,-0.1397241847795525
forged__12879,12879,5171,2420,3481,1061,1061,0.6051903570017125,0.5936199722607489,-0.011570384740963613
forged__59148,59148,1834,938,1985,1047,1047,0.5988455988455988,0.5467399842890809,-0.052105614556517965
forged__15940,15940,2914,799,1838,1039,1039,0.37489900350121197,0.36363636363636365,-0.011262639864848323
forged__41830,41830,2739,7186,8223,1037,1037,0.5059949622166247,0.48348841452289726,-0.022506547693727397
forged__11964,11964,3422,2714,3750,1036,1036,0.7141460234680573,0.6388733965421082,-0.07527262692594916
forged__46366,46366,4790,4368,5392,1024,1024,0.6776588774841669,0.7092909055195443,0.03163202803537746
forged__55175,55175,10998,12953,13976,1023,1023,0.8715293724687905,0.8676223272203091,-0.0039070452484814
forged__54945,54945,3949,665,1684,1019,1019,0.16905071521456436,0.3277116989170957,0.15866098370253132
forged__50907,50907,5024,3094,4102,1008,1008,0.4158659768415866,0.512382204689897,0.09651622784831043
forged__45004,45004,862,423,1422,999,999,0.14941634241245136,0.14886164623467601,-0.0005546961777753434
forged__38256,38256,3758,164,1154,990,990,0.08210096889342172,0.24552117263843648,0.16342020374501476
forged__48207,48207,10315,5,995,990,990,0.0009689922480620155,0.10875331564986737,0.10778432340180535
forged__11356,11356,2365,1377,2357,980,980,0.5430251202565473,0.6514188903007201,0.10839377004417283
forged__64289,64289,1489,892,1864,972,972,0.5535489290214196,0.49448255293766774,-0.05906637608375187
forged__64941,64941,3575,687,1656,969,969,0.32097606757390895,0.5004779200917606,0.17950185251785167
forged__38996,38996,458,103,1071,968,968,0.0,0.0,0.0
forged__32722,32722,1734,222,1179,957,957,0.0,0.04394095434260213,0.04394095434260213
forged__35586,35586,9366,15797,16734,937,937,0.7301196200770973,0.714176245210728,-0.01594337486636932
forged__61270,61270,4215,2594,3530,936,936,0.6658833896313703,0.6316333118140736,-0.03425007781729672
forged__5080,5080,4265,3836,4758,922,922,0.6636217750894952,0.6740551922863792,0.010433417196884065
forged__47770,47770,2565,733,1639,906,906,0.4323832625833839,0.6003805899143673,0.16799732733098338
forged__20800,20800,4424,1379,2279,900,900,0.3587799414096157,0.34044457705505,-0.01833536435456573
forged__27586,27586,1665,1217,2112,895,895,0.6814712005551701,0.6841408525284618,0.00266965197329172
forged__5626,5626,1712,1310,2204,894,894,0.499669093315685,0.39683350357507663,-0.10283558974060836
forged__29129,29129,2667,1865,2753,888,888,0.5436893203883495,0.45571955719557194,-0.08796976319277755
forged__56589,56589,7917,9428,10315,887,887,0.8226001729605074,0.8316147433084686,0.00901457034796127
forged__30715,30715,480,770,1636,866,866,0.3488,0.3950850661625709,0.04628506616257089
forged__12150,12150,1167,4,850,846,846,0.0,0.0,0.0
forged__36010,36010,128,231,1076,845,845,0.0,0.0,0.0
forged__58180,58180,259,72,909,837,837,0.0,0.0,0.0
forged__31336,31336,531,699,1534,835,835,0.33495934959349594,0.3273607748184019,-0.007598574775094014
forged__37400,37400,959,113,920,807,807,0.0,0.023416711016498136,0.023416711016498136
forged__16534,16534,1230,312,1114,802,802,0.39040207522697795,0.4718430034129693,0.08144092818599136
forged__31077,31077,709,971,1765,794,794,0.3392857142857143,0.39773645917542444,0.05845074488971014
forged__24332,24332,9538,10512,11306,794,794,0.9206982543640898,0.9011706006524659,-0.019527653711623905
forged__4371,4371,10891,741,1532,791,791,0.0,0.03686710134428077,0.03686710134428077
forged__61725,61725,4986,1925,2713,788,788,0.0,0.0,0.0
forged__6800,6800,2128,773,1550,777,777,0.5205101689072733,0.43665035345296355,-0.08385981545430976
forged__24381,24381,1008,82,855,773,773,0.0,0.0021470746108427268,0.0021470746108427268
forged__22797,22797,1240,196,961,765,765,0.2618384401114206,0.33984552476147206,0.07800708465005146
forged__3751,3751,706,724,1469,745,745,0.5776223776223777,0.4845977011494253,-0.09302467647295237
forged__61566,61566,1820,966,1709,743,743,0.5412778176597272,0.7163502408614338,0.17507242320170668
forged__57239,57239,3066,1787,2514,727,727,0.7245003090871626,0.6899641577060932,-0.03453615138106936
forged__51927,51927,3878,415,1141,726,726,0.1914744933612858,0.3458856345885635,0.15441114122727767
