path,file,stem,suffix,shape,ndim,dtype,min,max,mean,has_nan,file_size_kb,group
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11392.png,11392.png,11392,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,93.80003103103103,False,1070.935546875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11399.png,11399.png,11399,.png,"(1200, 1600, 3)",3,uint8,0.0,240.0,1.7234486111111111,False,1209.552734375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11426.png,11426.png,11426,.png,"(512, 696, 3)",3,uint8,48.0,255.0,77.60155969378592,False,112.1767578125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1143.png,1143.png,1143,.png,"(788, 636, 4)",3,uint8,2.0,255.0,196.27982582686843,False,1076.478515625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11440.png,11440.png,11440,.png,"(256, 320, 4)",3,uint8,19.0,255.0,201.20864562988282,False,145.408203125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11446.png,11446.png,11446,.png,"(1200, 1600, 3)",3,uint8,0.0,255.0,4.834813368055555,False,1611.9765625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11501.png,11501.png,11501,.png,"(418, 1409, 3)",3,uint8,23.0,245.0,145.74384765061242,False,476.82421875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11508.png,11508.png,11508,.png,"(1024, 1280, 3)",3,uint8,10.0,255.0,89.82803319295247,False,2112.08203125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11513.png,11513.png,11513,.png,"(256, 320, 4)",3,uint8,21.0,255.0,207.3874481201172,False,137.1123046875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11547.png,11547.png,11547,.png,"(1200, 1600, 3)",3,uint8,0.0,251.0,8.088055902777779,False,1651.4423828125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11548.png,11548.png,11548,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,145.11502402402402,False,1240.8232421875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11639.png,11639.png,11639,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,101.7473923923924,False,1140.0166015625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11646.png,11646.png,11646,.png,"(512, 683, 3)",3,uint8,0.0,255.0,80.98118937591508,False,320.6328125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11662.png,11662.png,11662,.png,"(256, 256, 4)",3,uint8,9.0,255.0,73.90498352050781,False,34.8544921875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11698.png,11698.png,11698,.png,"(67, 398, 3)",3,uint8,55.0,199.0,185.19436735918399,False,15.86328125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11708.png,11708.png,11708,.png,"(184, 1435, 3)",3,uint8,98.0,237.0,218.71455082563247,False,101.10546875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1173.png,1173.png,1173,.png,"(256, 256, 4)",3,uint8,1.0,255.0,66.20682907104492,False,18.115234375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1174.png,1174.png,1174,.png,"(1041, 250, 3)",3,uint8,0.0,255.0,165.28384630163305,False,323.23046875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11740.png,11740.png,11740,.png,"(512, 512)",2,uint8,0.0,255.0,170.54651260375977,False,162.4501953125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11747.png,11747.png,11747,.png,"(512, 680, 3)",3,uint8,0.0,255.0,200.17959846047793,False,284.4873046875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11761.png,11761.png,11761,.png,"(512, 628, 3)",3,uint8,0.0,255.0,49.8699616839172,False,181.87109375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11854.png,11854.png,11854,.png,"(1200, 1600, 3)",3,uint8,0.0,250.0,1.279478125,False,972.7509765625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11904.png,11904.png,11904,.png,"(256, 256, 4)",3,uint8,1.0,255.0,69.68799591064453,False,26.908203125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11910.png,11910.png,11910,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,88.88009259259259,False,1228.2412109375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11919.png,11919.png,11919,.png,"(128, 1486, 3)",3,uint8,71.0,249.0,169.8353048592418,False,47.134765625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11942.png,11942.png,11942,.png,"(256, 256, 4)",3,uint8,2.0,255.0,68.77205657958984,False,31.73046875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11954.png,11954.png,11954,.png,"(512, 512, 4)",3,uint8,0.0,255.0,154.18054580688477,False,570.8486328125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11964.png,11964.png,11964,.png,"(360, 360, 4)",3,uint8,3.0,255.0,71.48402777777778,False,55.5078125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11985.png,11985.png,11985,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,127.3366976976977,False,1260.419921875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1201.png,1201.png,1201,.png,"(865, 1101, 4)",3,uint8,0.0,255.0,180.1871724601387,False,2012.8857421875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12019.png,12019.png,12019,.png,"(1200, 1600, 3)",3,uint8,0.0,241.0,4.450721006944445,False,1459.005859375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12046.png,12046.png,12046,.png,"(1200, 1600, 3)",3,uint8,0.0,252.0,4.457554861111111,False,1539.7353515625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12051.png,12051.png,12051,.png,"(520, 696, 3)",3,uint8,0.0,255.0,1.1897085912172118,False,59.84375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12064.png,12064.png,12064,.png,"(216, 569, 3)",3,uint8,19.0,170.0,139.77458016012497,False,54.373046875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12073.png,12073.png,12073,.png,"(256, 256, 4)",3,uint8,1.0,255.0,65.99406051635742,False,28.796875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12115.png,12115.png,12115,.png,"(597, 657, 4)",3,uint8,0.0,255.0,179.56854669083623,False,843.7412109375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12124.png,12124.png,12124,.png,"(520, 696, 3)",3,uint8,0.0,255.0,4.324647251694666,False,158.9580078125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12143.png,12143.png,12143,.png,"(1200, 1600, 3)",3,uint8,0.0,252.0,3.215848784722222,False,1334.1494140625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12149.png,12149.png,12149,.png,"(360, 360, 4)",3,uint8,2.0,255.0,69.25247685185185,False,51.416015625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12184.png,12184.png,12184,.png,"(512, 512)",2,uint8,32.0,255.0,142.75972747802734,False,217.03125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12244.png,12244.png,12244,.png,"(2592, 3888, 3)",3,uint8,0.0,255.0,153.18511860250598,False,11212.30859375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1225.png,1225.png,1225,.png,"(254, 600, 3)",3,uint8,0.0,185.0,159.22663385826772,False,66.7744140625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12261.png,12261.png,12261,.png,"(256, 320, 4)",3,uint8,16.0,255.0,198.4579620361328,False,147.75390625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12262.png,12262.png,12262,.png,"(341, 311, 4)",3,uint8,9.0,255.0,216.2901434215613,False,199.0478515625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12265.png,12265.png,12265,.png,"(1200, 1600, 3)",3,uint8,0.0,250.0,2.028877777777778,False,1056.099609375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12289.png,12289.png,12289,.png,"(3888, 2592, 3)",3,uint8,0.0,255.0,164.7819121883944,False,10402.73828125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12298.png,12298.png,12298,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,121.1450005005005,False,1103.4716796875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12299.png,12299.png,12299,.png,"(1200, 1600, 3)",3,uint8,0.0,228.0,3.6810932291666667,False,1558.11328125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12300.png,12300.png,12300,.png,"(512, 512, 4)",3,uint8,61.0,255.0,220.23724555969238,False,490.9013671875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12307.png,12307.png,12307,.png,"(161, 1171, 3)",3,uint8,0.0,160.0,112.32496158898714,False,124.3974609375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12355.png,12355.png,12355,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,84.24838088088089,False,1026.087890625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12363.png,12363.png,12363,.png,"(256, 256, 4)",3,uint8,8.0,255.0,75.12520980834961,False,37.7666015625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12364.png,12364.png,12364,.png,"(204, 975, 3)",3,uint8,15.0,247.0,223.71815485168426,False,138.9150390625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12366.png,12366.png,12366,.png,"(256, 320, 4)",3,uint8,17.0,255.0,198.7661926269531,False,97.0810546875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1237.png,1237.png,1237,.png,"(262, 1541, 3)",3,uint8,0.0,253.0,227.12795052285867,False,264.8447265625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12412.png,12412.png,12412,.png,"(512, 701, 3)",3,uint8,0.0,236.0,122.51884305902283,False,301.328125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12427.png,12427.png,12427,.png,"(133, 615, 3)",3,uint8,2.0,209.0,166.37781037960755,False,52.0732421875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12446.png,12446.png,12446,.png,"(256, 320, 4)",3,uint8,17.0,255.0,198.85328674316406,False,144.1982421875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12459.png,12459.png,12459,.png,"(1024, 1280, 3)",3,uint8,42.0,255.0,124.60067749023438,False,2067.19140625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12505.png,12505.png,12505,.png,"(1912, 2568)",2,uint8,6.0,255.0,43.75960119070895,False,1405.7314453125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1251.png,1251.png,1251,.png,"(1418, 1440, 3)",3,uint8,0.0,212.0,190.4751023546466,False,916.06640625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12557.png,12557.png,12557,.png,"(3888, 2592, 3)",3,uint8,0.0,255.0,158.57343665986087,False,9904.6826171875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12572.png,12572.png,12572,.png,"(1912, 2568)",2,uint8,12.0,255.0,63.10642511144567,False,1491.578125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12574.png,12574.png,12574,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,80.3546001001001,False,879.27734375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12589.png,12589.png,12589,.png,"(256, 320, 4)",3,uint8,0.0,255.0,174.75059204101564,False,128.275390625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12612.png,12612.png,12612,.png,"(2592, 3888, 3)",3,uint8,0.0,255.0,166.670218272113,False,10314.3232421875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12615.png,12615.png,12615,.png,"(512, 914, 3)",3,uint8,0.0,255.0,172.37117922592998,False,435.2001953125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12629.png,12629.png,12629,.png,"(270, 480, 4)",3,uint8,0.0,255.0,164.8550424382716,False,273.61328125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1270.png,1270.png,1270,.png,"(1200, 1600, 3)",3,uint8,0.0,254.0,8.34950017361111,False,1715.2744140625,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12705.png,12705.png,12705,.png,"(256, 320, 4)",3,uint8,8.0,255.0,195.7620819091797,False,95.216796875,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1272.png,1272.png,1272,.png,"(256, 256, 4)",3,uint8,9.0,255.0,76.26956176757812,False,39.6455078125,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12747.png,12747.png,12747,.png,"(666, 1000, 3)",3,uint8,0.0,250.0,79.47738638638639,False,903.5771484375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12793.png,12793.png,12793,.png,"(666, 1000, 3)",3,uint8,0.0,255.0,158.15883833833834,False,1228.7724609375,train_authentic
/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12798.png,12798.png,12798,.png,"(1912, 2568)",2,uint8,15.0,255.0,63.51231788246719,False,1363.7109375,train_authentic
