epoch,binary_accuracy,dice_coefficient,iou_coefficient,learning_rate,loss,precision,recall,val_binary_accuracy,val_dice_coefficient,val_iou_coefficient,val_loss,val_precision,val_recall
12,0.9647616147994995,0.051437750458717346,0.02916700765490532,9.999999747378752e-05,0.5766649842262268,0.3021085262298584,0.16242548823356628,0.9573873281478882,0.05465058982372284,0.031042734161019325,0.5788877606391907,0.20121563971042633,0.2172774374485016
13,0.9635567665100098,0.05288947373628616,0.030258366838097572,9.999999747378752e-05,0.5734078884124756,0.2923140525817871,0.1789359748363495,0.9659881591796875,0.053116340190172195,0.030136272311210632,0.5739374756813049,0.26665249466896057,0.17894653975963593
14,0.9619585275650024,0.052368730306625366,0.029991231858730316,9.999999747378752e-05,0.5720429420471191,0.27906176447868347,0.19531404972076416,0.9527102708816528,0.055971741676330566,0.0320550762116909,0.5731370449066162,0.1823129653930664,0.23696759343147278
15,0.9633917212486267,0.05293700844049454,0.030351895838975906,9.999999747378752e-05,0.5673449635505676,0.2919972240924835,0.18245139718055725,0.9605423212051392,0.05757187306880951,0.032789409160614014,0.5703254342079163,0.2287529706954956,0.22072482109069824
16,0.9604518413543701,0.05595038831233978,0.032200880348682404,9.999999747378752e-05,0.5651233792304993,0.26508933305740356,0.2037552446126938,0.9497014284133911,0.057248637080192566,0.033016640692949295,0.5714828968048096,0.1888687163591385,0.2859213948249817
17,0.9607225060462952,0.0573357529938221,0.032754674553871155,9.999999747378752e-05,0.5628514289855957,0.26070863008499146,0.19164389371871948,0.9567456245422363,0.05813803896307945,0.03329823911190033,0.5642697215080261,0.20912323892116547,0.2408614307641983
18,0.9606533050537109,0.05720805749297142,0.033032000064849854,9.999999747378752e-05,0.5588392019271851,0.28677114844322205,0.23816870152950287,0.9550044536590576,0.059773918241262436,0.03449394553899765,0.5598503351211548,0.19820789992809296,0.24210874736309052
19,0.961280882358551,0.0586349219083786,0.03402697667479515,9.999999747378752e-05,0.5562353730201721,0.2962106168270111,0.24171091616153717,0.9558343887329102,0.058201856911182404,0.033563032746315,0.5542877912521362,0.20468124747276306,0.24439166486263275
20,0.9587229490280151,0.0589255690574646,0.034316256642341614,9.999999747378752e-05,0.555006742477417,0.2695481479167938,0.24599102139472961,0.9556535482406616,0.06044812500476837,0.034795381128787994,0.5550459027290344,0.1918298751115799,0.22166836261749268
21,0.9578943848609924,0.060599878430366516,0.03469971939921379,9.999999747378752e-05,0.5566291809082031,0.23226390779018402,0.19481268525123596,0.9367256164550781,0.064557746052742,0.03756364434957504,0.5609937310218811,0.15522921085357666,0.3248506486415863
22,0.9585834741592407,0.05701649561524391,0.032900337129831314,9.999999747378752e-05,0.5538735389709473,0.2586056888103485,0.22787828743457794,0.9523719549179077,0.05865101516246796,0.033674947917461395,0.552461564540863,0.17919211089611053,0.23429344594478607
23,0.9612835645675659,0.059113599359989166,0.034208886325359344,9.999999747378752e-05,0.5503749847412109,0.2897593080997467,0.22912348806858063,0.9483799934387207,0.06463761627674103,0.037457216531038284,0.552068293094635,0.18706995248794556,0.2968204915523529
24,0.9582078456878662,0.06265988945960999,0.03667769581079483,9.999999747378752e-05,0.548251211643219,0.2854559123516083,0.29161280393600464,0.9605385065078735,0.05749000608921051,0.03315943479537964,0.5451778173446655,0.23275339603424072,0.22801081836223602
25,0.9614536762237549,0.06223146617412567,0.036310553550720215,9.999999747378752e-05,0.546124279499054,0.2946108877658844,0.23426944017410278,0.938090443611145,0.06889338046312332,0.04061586782336235,0.5633693337440491,0.16301760077476501,0.3362882435321808
26,0.9605088829994202,0.0638614371418953,0.037550825625658035,9.999999747378752e-05,0.5468451380729675,0.2932772636413574,0.25476697087287903,0.9450606107711792,0.06425042450428009,0.038177311420440674,0.5566524267196655,0.16315299272537231,0.2715288996696472
27,0.9562018513679504,0.059910085052251816,0.03482712432742119,9.999999747378752e-05,0.5537161231040955,0.25714313983917236,0.2686189115047455,0.9460756778717041,0.056567490100860596,0.03302442654967308,0.5586510300636292,0.18385010957717896,0.31460973620414734
28,0.9590185880661011,0.060790225863456726,0.03524906188249588,9.999999747378752e-05,0.5472185611724854,0.25931665301322937,0.22110925614833832,0.9511034488677979,0.06101187691092491,0.03573442995548248,0.558198094367981,0.18600782752037048,0.2629909813404083
29,0.9570986032485962,0.06662221252918243,0.0395311638712883,9.999999747378752e-05,0.5426177382469177,0.27809014916419983,0.29858267307281494,0.949524998664856,0.0660383328795433,0.03891496732831001,0.5510827302932739,0.18380019068717957,0.2757679522037506
30,0.9609113931655884,0.06079119071364403,0.035520460456609726,2.9999999242136255e-05,0.5406578779220581,0.29213327169418335,0.24264071881771088,0.9551924467086792,0.06326032429933548,0.036985136568546295,0.5421580076217651,0.1987120807170868,0.2407371550798416
31,0.9593775868415833,0.06735353171825409,0.040059685707092285,2.9999999242136255e-05,0.5373019576072693,0.3071765899658203,0.3170941174030304,0.9565647840499878,0.06297487020492554,0.03680862858891487,0.5399540662765503,0.2010592371225357,0.22767482697963715
32,0.9586741924285889,0.06749299168586731,0.04019857570528984,2.9999999242136255e-05,0.5368884801864624,0.2969920039176941,0.3089043200016022,0.9559564590454102,0.06448251008987427,0.037571974098682404,0.537664532661438,0.19637157022953033,0.22652876377105713
33,0.9585906863212585,0.07361926138401031,0.04372735694050789,2.9999999242136255e-05,0.5356904864311218,0.30071738362312317,0.3207925260066986,0.9583274126052856,0.0623038150370121,0.036336127668619156,0.5370290875434875,0.21632225811481476,0.23219002783298492
